Supplier_Name,Region,Country,Functions,Service,Avg_Cost,Rating,Average_Delivery_Time,Number_of_Escalations,Years,Resources
HCL,PQ,Germany,ITandInfrastructure,S7,115000,73,210,50,2017,9000
Oracle,XX,UAE,RandD,S6,100000,71,270,20,2018,8000
IBM,XY,France,RandD,NULL,100000,78,270,35,2022,8000
TATA,NULL,France,RandD,NULL,200000,98,270,25,2017,5000
Capgemini,NN,Canada,testing,NULL,165000,77,120,35,2020,9000
Infosys,BC,UAE,administration,S4,125000,74,120,35,2019,10000
Zogho,PQ,India,RandD,S3,115000,83,135,50,2018,3000
TATA,XX,India,HR,S1,165000,70,180,15,2018,10000
TATA,XY,Germany,Finance,S2,175000,70,180,35,2016,5000
Oracle,NULL,France,Finance,S2,175000,95,120,30,2022,5000
Wipro,XX,Germany,ITandInfrastructure,S2,115000,81,210,25,2020,9000
Oracle,NN,India,RandD,S2,125000,75,150,40,2017,9000
Accenture,XY,UAE,testing,S3,200000,91,210,20,2018,5000
Wipro,PQ,UAE,NULL,S2,125000,83,100,35,2022,9000
Zogho,PQ,US,Finance,S4,175000,88,135,30,2016,3000
Wipro,XY,India,testing,S5,165000,79,150,30,2022,8000
HCL,XX,Canada,testing,S4,200000,82,135,25,2020,6000
HCL,NULL,France,Finance,S1,150000,81,120,25,2017,3000
Accenture,XX,Japan,NULL,S6,165000,81,180,15,2022,8000
Genpact,BC,France,Finance,S2,200000,83,180,35,2019,3000
Accenture,NN,India,ITandInfrastructure,S2,165000,91,100,20,2020,10000
HCL,LM,Japan,testing,S6,165000,77,210,20,2021,9000
Wipro,XX,US,consulting,S3,165000,82,120,40,2021,4000
IBM,NULL,India,consulting,S7,125000,89,100,40,2016,3000
Zogho,NN,US,Finance,S2,165000,73,180,15,2022,10000
Infosys,AB,Germany,ITandInfrastructure,S7,115000,81,270,20,2021,8000
IBM,NN,US,administration,S4,200000,70,135,20,2021,9000
HCL,NULL,Japan,consulting,NULL,100000,80,120,45,2019,6000
HCL,PQ,US,HR,S3,200000,75,210,45,2021,8000
Accenture,AB,Japan,consulting,S5,125000,74,135,40,2018,10000
Oracle,NULL,Canada,NULL,S1,165000,79,150,15,2021,3000
Zogho,LM,Japan,ITandInfrastructure,S6,150000,79,150,50,2021,10000
Infosys,NN,US,administration,S2,115000,71,100,15,2016,7000
Capgemini,XY,France,HR,S2,100000,91,100,50,2021,7000
Infosys,NULL,UK,Finance,S5,175000,70,120,50,2022,6000
Zogho,XX,Germany,consulting,S4,115000,98,180,25,2020,8000
Capgemini,NN,France,ITandInfrastructure,S2,165000,82,150,35,2022,8000
Accenture,LM,Japan,RandD,S6,125000,99,210,15,2022,5000
Genpact,AB,Japan,testing,S6,100000,86,100,15,2019,8000
Infosys,NN,UAE,Finance,S3,165000,86,120,45,2022,10000
Wipro,PQ,France,ITandInfrastructure,S6,100000,70,100,15,2020,5000
Capgemini,PQ,UAE,RandD,S7,125000,73,150,25,2018,8000
IBM,NN,France,ITandInfrastructure,S7,125000,84,135,20,2020,5000
Capgemini,XY,Japan,HR,NULL,200000,99,180,25,2017,6000
Oracle,LM,US,consulting,S6,125000,91,270,15,2021,4000
Oracle,PQ,Canada,Finance,S1,165000,81,150,15,2019,8000
Infosys,XY,France,consulting,S3,150000,77,150,50,2019,9000
Oracle,BC,Australia,Finance,S6,100000,89,270,45,2019,4000
Accenture,AB,Japan,administration,S1,115000,81,210,30,2019,8000
Accenture,NN,India,ITandInfrastructure,S7,100000,86,100,40,2022,7000
Capgemini,NN,Germany,ITandInfrastructure,S2,115000,70,100,30,2021,3000
Genpact,AB,UAE,Finance,S1,100000,78,270,25,2016,9000
Capgemini,BC,US,NULL,S5,165000,90,100,15,2021,4000
IBM,NN,Germany,testing,S1,150000,93,135,40,2019,3000
TATA,LM,Australia,consulting,S2,125000,73,180,25,2017,3000
IBM,PQ,Japan,ITandInfrastructure,S6,165000,75,270,50,2018,4000
TATA,NN,US,Finance,S1,200000,97,180,45,2016,6000
HCL,XX,US,NULL,S5,115000,76,270,40,2017,4000
TATA,NN,UK,testing,S4,200000,90,270,50,2019,7000
Oracle,XX,Canada,consulting,S3,175000,95,120,50,2019,10000
Oracle,AB,Japan,testing,S5,115000,75,150,25,2019,5000
Capgemini,NN,Canada,NULL,S7,100000,80,180,45,2016,7000
HCL,XX,Japan,Finance,S1,200000,92,270,50,2016,8000
Oracle,XY,India,testing,S2,115000,88,210,35,2017,10000
IBM,BC,Australia,Finance,S7,200000,75,180,15,2016,7000
Oracle,NN,US,ITandInfrastructure,S1,100000,91,180,45,2022,8000
Genpact,LM,US,administration,S4,165000,88,135,15,2021,8000
Infosys,LM,India,Finance,S1,200000,74,210,25,2019,4000
HCL,XY,US,testing,S1,125000,91,270,35,2020,10000
Genpact,BC,US,consulting,S4,165000,85,100,50,2022,3000
Genpact,XY,UK,Finance,S2,200000,84,180,50,2016,7000
Capgemini,PQ,Australia,Finance,S2,100000,72,270,45,2019,6000
TATA,NN,US,HR,S3,115000,92,210,30,2018,6000
Accenture,AB,Japan,testing,S3,165000,100,270,25,2021,5000
Accenture,AB,India,testing,S1,115000,91,100,30,2017,9000
IBM,XY,France,RandD,NULL,175000,94,210,25,2016,9000
TATA,BC,UK,administration,S2,115000,93,135,15,2022,3000
Genpact,AB,Japan,HR,S6,150000,91,270,30,2016,3000
IBM,NN,Germany,RandD,S4,100000,92,210,15,2017,9000
Accenture,XY,Germany,consulting,S1,200000,88,270,40,2019,6000
Genpact,XX,UK,consulting,S7,200000,90,120,20,2016,4000
Accenture,PQ,UK,administration,S3,200000,91,120,30,2016,9000
HCL,BC,Canada,ITandInfrastructure,S5,175000,75,150,50,2016,4000
Accenture,XX,India,consulting,S3,150000,72,100,35,2019,4000
HCL,PQ,France,testing,S4,150000,88,270,15,2022,10000
Zogho,AB,UK,testing,S3,165000,89,180,40,2016,5000
Genpact,XY,France,ITandInfrastructure,NULL,200000,78,135,30,2017,10000
Infosys,NULL,UK,ITandInfrastructure,S6,150000,98,120,30,2018,3000
Genpact,BC,France,ITandInfrastructure,S1,150000,100,100,35,2016,5000
HCL,XY,Germany,administration,S7,175000,92,135,15,2020,4000
Capgemini,XX,Canada,RandD,S7,125000,100,100,35,2018,5000
Infosys,XX,Germany,administration,S1,115000,70,150,30,2021,9000
IBM,LM,Canada,ITandInfrastructure,S5,200000,79,270,15,2021,10000
Accenture,XY,US,administration,S5,165000,71,210,50,2018,8000
IBM,AB,Germany,administration,S3,115000,92,150,40,2021,9000
HCL,AB,UAE,RandD,S3,165000,85,180,40,2021,3000
Genpact,NULL,Canada,RandD,S4,175000,95,180,45,2021,5000
IBM,PQ,India,NULL,S4,165000,92,270,20,2019,3000
Oracle,NULL,Australia,ITandInfrastructure,S2,115000,92,270,15,2021,5000
Zogho,PQ,UAE,ITandInfrastructure,S5,100000,75,100,40,2020,5000
Wipro,AB,Canada,ITandInfrastructure,S3,125000,74,120,50,2017,10000
Accenture,NULL,UK,RandD,S6,175000,78,210,50,2017,8000
Wipro,NULL,India,RandD,S5,150000,88,120,35,2021,7000
TATA,BC,UAE,testing,S4,100000,90,135,25,2019,4000
Accenture,BC,Australia,consulting,S1,125000,73,120,25,2019,10000
HCL,PQ,France,ITandInfrastructure,S6,165000,88,270,45,2018,10000
Genpact,PQ,UAE,testing,S2,150000,84,270,20,2020,7000
Genpact,NULL,France,Finance,S7,100000,90,210,20,2017,5000
Infosys,XX,Japan,administration,NULL,150000,77,120,45,2019,9000
Genpact,LM,UAE,consulting,S2,100000,83,100,45,2017,7000
Infosys,BC,Australia,NULL,S2,100000,75,135,45,2016,3000
Zogho,XY,Canada,HR,S3,100000,91,135,20,2022,7000
Capgemini,XX,US,HR,S5,150000,71,210,25,2021,8000
Oracle,XY,UAE,HR,S7,150000,94,100,50,2019,7000
TATA,NULL,US,ITandInfrastructure,S4,115000,85,100,30,2018,6000
TATA,PQ,Canada,HR,S5,115000,85,150,45,2020,4000
Zogho,LM,India,consulting,S5,165000,91,135,20,2020,9000
Infosys,LM,US,testing,S4,115000,96,120,15,2018,7000
IBM,PQ,Germany,HR,S2,175000,76,150,50,2020,3000
HCL,NN,UAE,NULL,S2,150000,76,270,20,2021,4000
Zogho,NN,Canada,ITandInfrastructure,S6,100000,82,150,45,2021,7000
TATA,NN,US,administration,S5,165000,88,100,30,2018,9000
TATA,NN,US,testing,S6,100000,98,180,25,2017,3000
Infosys,PQ,Canada,Finance,S5,125000,86,270,50,2020,6000
HCL,BC,Germany,administration,S2,165000,88,210,40,2021,3000
TATA,BC,UK,NULL,S4,125000,74,135,20,2019,8000
TATA,XX,UK,consulting,S3,115000,99,100,35,2018,4000
IBM,XY,Canada,Finance,S5,100000,94,135,25,2018,7000
Zogho,PQ,France,RandD,S2,115000,83,210,25,2018,4000
Oracle,PQ,UK,NULL,S6,175000,90,135,45,2019,8000
HCL,LM,UK,NULL,S7,150000,86,100,25,2021,8000
HCL,XY,Japan,testing,S7,150000,81,270,45,2018,5000
Wipro,BC,India,ITandInfrastructure,NULL,100000,89,210,50,2021,4000
Genpact,XX,UAE,NULL,S2,165000,82,120,40,2016,5000
Wipro,NULL,Japan,RandD,NULL,115000,75,180,15,2022,7000
HCL,PQ,France,ITandInfrastructure,S4,100000,78,150,35,2021,5000
Capgemini,XX,UAE,ITandInfrastructure,S5,165000,87,180,40,2021,8000
Genpact,XX,France,testing,NULL,175000,91,210,35,2022,4000
Infosys,PQ,UAE,administration,S4,150000,97,120,40,2022,10000
Oracle,XX,US,ITandInfrastructure,S2,100000,95,180,40,2021,3000
Oracle,NULL,Australia,HR,S4,115000,79,210,50,2021,3000
Wipro,PQ,Germany,administration,S2,200000,77,210,40,2017,8000
Zogho,XX,Canada,Finance,S7,100000,96,120,20,2016,6000
Oracle,NULL,UK,testing,S4,100000,98,270,30,2020,6000
Accenture,AB,India,HR,NULL,100000,81,270,50,2018,10000
TATA,BC,UK,consulting,NULL,150000,74,135,20,2016,8000
Infosys,XX,Germany,ITandInfrastructure,S7,200000,77,270,15,2016,6000
Zogho,XY,France,consulting,NULL,165000,95,120,45,2016,4000
Wipro,AB,Germany,Finance,NULL,100000,97,150,15,2019,10000
Genpact,AB,UK,HR,S3,115000,80,120,40,2016,9000
Infosys,AB,Australia,RandD,S2,125000,83,100,25,2019,9000
Zogho,BC,Australia,ITandInfrastructure,S7,175000,91,270,45,2021,4000
Zogho,PQ,UAE,administration,S1,165000,75,150,30,2022,8000
Accenture,NULL,France,HR,S3,175000,83,270,35,2019,7000
Wipro,XY,US,HR,S2,200000,75,120,15,2016,3000
Accenture,NN,UK,ITandInfrastructure,S6,150000,97,210,45,2018,4000
Accenture,LM,France,consulting,S3,115000,72,135,40,2016,7000
Accenture,NULL,Australia,HR,S7,115000,73,180,20,2021,7000
Zogho,XY,France,ITandInfrastructure,S4,115000,92,180,25,2018,8000
Capgemini,NN,UAE,administration,S7,150000,87,270,25,2018,8000
Accenture,NULL,Australia,Finance,S6,125000,100,135,45,2022,7000
Zogho,BC,UAE,consulting,S4,150000,78,100,30,2016,7000
Accenture,XX,India,Finance,S1,125000,73,135,40,2016,6000
Capgemini,LM,UK,NULL,S6,115000,75,270,20,2022,7000
Oracle,LM,Canada,consulting,S1,125000,94,135,15,2019,8000
HCL,LM,Germany,consulting,S4,200000,84,100,15,2019,6000
TATA,NN,Japan,NULL,NULL,150000,100,150,50,2017,6000
Infosys,NN,India,testing,NULL,150000,86,210,20,2018,5000
TATA,NN,UK,HR,S7,175000,77,120,40,2022,10000
Wipro,BC,Germany,Finance,NULL,125000,94,150,25,2019,9000
IBM,BC,India,RandD,S2,150000,83,135,15,2018,9000
Accenture,BC,Germany,NULL,S1,175000,73,135,30,2017,3000
Zogho,XX,Japan,HR,S7,115000,89,210,50,2021,8000
IBM,NULL,Australia,HR,S4,165000,84,135,25,2022,10000
HCL,BC,UK,ITandInfrastructure,NULL,150000,78,180,35,2020,6000
Wipro,XX,Canada,consulting,NULL,200000,78,150,25,2019,4000
TATA,XX,UK,HR,S5,150000,100,270,35,2020,9000
Zogho,XX,UAE,Finance,S7,100000,83,150,15,2017,8000
Wipro,LM,Australia,HR,S7,150000,90,210,30,2020,3000
Wipro,BC,UAE,testing,S4,115000,95,135,20,2022,9000
Genpact,BC,Australia,HR,S6,165000,96,100,40,2021,9000
Oracle,NULL,UK,NULL,S1,115000,86,150,25,2022,7000
HCL,BC,Germany,testing,S2,125000,94,210,50,2016,5000
Oracle,NULL,UAE,NULL,S1,165000,87,180,20,2017,9000
IBM,NULL,India,RandD,S1,165000,97,180,35,2017,9000
IBM,BC,UAE,testing,S7,165000,82,135,50,2016,5000
Genpact,AB,UAE,ITandInfrastructure,S4,165000,81,100,15,2022,4000
Zogho,AB,UK,RandD,S2,150000,81,180,40,2018,7000
IBM,AB,UK,ITandInfrastructure,NULL,100000,95,150,25,2016,9000
TATA,AB,India,RandD,S1,125000,94,210,20,2020,10000
HCL,BC,France,ITandInfrastructure,S7,100000,83,180,40,2020,10000
IBM,LM,India,testing,S7,100000,78,270,20,2018,9000
Accenture,NN,UAE,testing,S4,115000,74,180,20,2021,6000
TATA,NULL,Canada,Finance,S5,100000,70,120,20,2018,4000
Infosys,PQ,UK,Finance,S4,200000,89,210,50,2019,3000
Genpact,AB,US,administration,S2,115000,88,270,35,2021,6000
HCL,BC,US,RandD,S2,200000,86,120,40,2022,7000
Genpact,BC,Australia,ITandInfrastructure,NULL,150000,78,135,35,2020,10000
Accenture,NULL,Germany,ITandInfrastructure,S6,115000,79,180,40,2019,3000
IBM,NULL,Germany,ITandInfrastructure,S3,175000,99,180,20,2016,8000
Capgemini,AB,France,consulting,S2,125000,97,210,35,2019,7000
TATA,XY,Germany,consulting,S5,165000,94,100,40,2021,4000
TATA,XX,France,HR,S4,165000,72,270,30,2021,3000
Oracle,AB,Canada,NULL,S4,165000,95,100,50,2016,10000
Oracle,PQ,France,ITandInfrastructure,S2,100000,74,150,25,2021,7000
HCL,PQ,US,NULL,S5,125000,82,150,45,2017,3000
Wipro,AB,Japan,HR,S1,125000,98,270,40,2022,10000
HCL,PQ,Germany,RandD,S4,200000,74,270,20,2021,5000
Accenture,NULL,Australia,HR,NULL,115000,78,120,45,2021,9000
Infosys,NN,France,NULL,S1,175000,75,270,25,2017,8000
Infosys,BC,India,NULL,S3,100000,72,100,25,2017,8000
Accenture,XY,Australia,NULL,S6,150000,80,180,20,2019,7000
TATA,NULL,France,consulting,S5,115000,99,210,50,2018,7000
Accenture,PQ,Australia,ITandInfrastructure,S7,125000,83,210,35,2021,5000
TATA,BC,France,Finance,S1,115000,83,270,45,2016,4000
HCL,NULL,Germany,testing,S2,100000,86,180,40,2016,3000
Infosys,AB,UK,ITandInfrastructure,NULL,150000,96,100,15,2017,4000
Genpact,XY,India,consulting,S6,165000,93,120,40,2019,6000
Accenture,BC,Japan,testing,S3,100000,87,180,15,2018,10000
Genpact,XX,Canada,RandD,S4,200000,79,270,50,2016,9000
IBM,NULL,UK,RandD,S3,150000,87,120,15,2022,3000
Genpact,NN,India,HR,S3,115000,82,270,15,2020,3000
Capgemini,LM,France,HR,S4,165000,98,210,35,2016,3000
Wipro,BC,Canada,administration,S4,200000,96,210,50,2018,7000
Infosys,PQ,UAE,testing,S1,150000,83,180,35,2022,7000
Zogho,AB,France,Finance,S1,100000,93,210,45,2016,10000
Genpact,LM,France,NULL,S7,150000,92,180,40,2017,10000
Accenture,LM,Canada,NULL,S1,165000,94,270,30,2021,4000
TATA,XX,UAE,NULL,S4,115000,93,135,30,2019,6000
Wipro,XY,Canada,NULL,S7,100000,84,210,15,2017,7000
HCL,XX,India,NULL,S1,165000,94,100,30,2018,4000
TATA,XY,UAE,ITandInfrastructure,S1,115000,74,150,35,2016,5000
IBM,XX,Australia,ITandInfrastructure,NULL,165000,83,120,45,2020,5000
HCL,NULL,Australia,HR,S7,175000,91,180,40,2019,8000
TATA,XY,Germany,NULL,S2,100000,82,135,20,2016,8000
Genpact,LM,France,testing,S7,165000,88,150,40,2019,7000
TATA,NN,UAE,consulting,S3,125000,89,100,40,2022,7000
Wipro,NN,Canada,NULL,S6,165000,78,135,20,2021,7000
HCL,BC,Canada,RandD,S4,175000,86,135,30,2022,8000
HCL,XX,US,consulting,S5,125000,73,135,35,2017,8000
TATA,AB,India,ITandInfrastructure,NULL,125000,87,100,45,2022,7000
Infosys,LM,India,HR,S3,100000,84,180,15,2021,7000
Capgemini,PQ,US,administration,S1,100000,71,120,15,2017,5000
TATA,NULL,US,administration,S3,115000,78,120,25,2019,8000
Capgemini,AB,Canada,HR,S4,165000,81,270,45,2021,5000
IBM,PQ,US,ITandInfrastructure,NULL,125000,77,270,50,2021,10000
TATA,BC,UK,administration,S2,175000,78,180,25,2021,5000
Capgemini,AB,Canada,NULL,S7,165000,88,150,40,2021,3000
HCL,LM,Germany,consulting,S3,150000,77,210,15,2020,5000
Accenture,XX,UK,ITandInfrastructure,S6,100000,75,210,40,2016,5000
Accenture,BC,France,HR,S4,115000,79,180,40,2022,8000
Genpact,XY,Australia,RandD,S7,200000,71,120,15,2018,3000
IBM,XX,Japan,ITandInfrastructure,S3,125000,81,120,25,2021,10000
Zogho,AB,Germany,HR,NULL,200000,82,120,25,2017,4000
Capgemini,XY,UAE,RandD,NULL,200000,89,270,45,2020,7000
TATA,BC,US,NULL,S1,150000,89,210,25,2019,8000
Genpact,AB,Germany,testing,S4,150000,100,120,20,2017,7000
Oracle,NN,Canada,NULL,S1,125000,79,135,40,2019,8000
Oracle,NULL,UK,consulting,S6,165000,81,120,20,2017,4000
Wipro,NULL,Germany,NULL,S2,200000,84,270,15,2022,5000
Infosys,NN,India,administration,S5,165000,90,180,50,2016,6000
Capgemini,NN,UK,administration,S7,115000,95,270,25,2022,8000
Accenture,BC,France,testing,S4,125000,84,210,35,2018,3000
Zogho,NN,Australia,testing,S6,100000,78,210,35,2022,6000
Wipro,XY,India,ITandInfrastructure,NULL,115000,94,150,35,2017,5000
Wipro,BC,US,RandD,S5,200000,97,150,20,2017,7000
Genpact,BC,France,ITandInfrastructure,S2,200000,92,150,50,2021,6000
IBM,PQ,Japan,HR,S2,175000,79,100,15,2021,4000
HCL,NULL,India,ITandInfrastructure,NULL,125000,100,100,15,2018,7000
HCL,NULL,US,consulting,S4,165000,85,150,50,2020,7000
Oracle,NULL,UK,HR,S5,125000,76,180,30,2016,5000
Genpact,BC,Australia,ITandInfrastructure,S4,150000,75,150,25,2016,5000
Wipro,LM,Germany,Finance,S5,150000,88,120,30,2017,6000
HCL,NULL,Australia,RandD,S1,115000,83,210,35,2019,9000
Wipro,AB,UAE,NULL,S6,150000,70,120,30,2022,10000
Oracle,LM,Japan,ITandInfrastructure,S5,125000,89,135,30,2020,10000
Oracle,BC,Germany,Finance,S3,115000,88,270,40,2016,10000
Capgemini,NULL,Canada,RandD,S5,200000,75,270,15,2017,3000
Accenture,LM,UAE,testing,S7,165000,93,180,40,2022,7000
Oracle,XX,UAE,RandD,S5,115000,71,270,30,2020,9000
Zogho,LM,UK,ITandInfrastructure,S3,165000,99,210,20,2017,3000
IBM,PQ,Australia,NULL,S7,175000,72,270,30,2019,5000
Genpact,XY,UAE,HR,S2,100000,71,210,20,2019,7000
Accenture,PQ,UK,HR,S7,100000,82,180,15,2017,3000
IBM,LM,India,HR,S6,100000,98,270,35,2021,6000
Oracle,LM,India,administration,NULL,165000,77,210,45,2020,4000
Capgemini,PQ,Australia,RandD,S6,200000,98,100,40,2016,5000
Zogho,NULL,France,administration,S3,165000,99,180,35,2018,10000
Oracle,XY,UAE,Finance,S3,100000,99,270,45,2021,6000
HCL,XY,UK,ITandInfrastructure,S2,115000,71,270,25,2019,4000
Genpact,LM,Japan,administration,S4,165000,98,210,50,2016,3000
HCL,PQ,US,HR,NULL,150000,82,180,40,2019,8000
Genpact,PQ,UAE,testing,S5,100000,97,120,40,2021,4000
Capgemini,LM,Japan,RandD,S2,150000,100,210,40,2021,4000
Genpact,PQ,UAE,consulting,S6,125000,89,270,50,2020,8000
Wipro,PQ,US,testing,S4,100000,97,135,35,2019,10000
Wipro,NN,France,administration,S3,150000,93,180,30,2019,5000
Zogho,NN,UK,administration,NULL,125000,96,180,50,2020,5000
TATA,XY,Canada,NULL,NULL,125000,79,150,35,2018,6000
IBM,AB,India,Finance,NULL,100000,73,210,35,2019,6000
Genpact,PQ,Australia,consulting,S5,115000,96,120,25,2016,5000
TATA,NULL,India,testing,S4,165000,100,270,30,2017,6000
Oracle,XY,France,testing,S4,100000,81,210,15,2017,10000
HCL,XX,Canada,consulting,S6,100000,82,180,30,2019,5000
TATA,XY,Germany,HR,S2,150000,73,135,20,2022,9000
Genpact,NN,US,administration,S3,175000,97,150,20,2022,5000
IBM,XY,UAE,HR,S6,200000,75,135,25,2019,6000
Zogho,NN,Germany,HR,S3,200000,73,210,15,2019,9000
IBM,PQ,India,Finance,S2,150000,74,150,30,2020,6000
Wipro,PQ,UK,Finance,S4,125000,75,180,45,2018,5000
Oracle,XY,France,RandD,S2,175000,93,120,30,2022,5000
Genpact,NN,Australia,testing,S5,165000,72,120,15,2018,10000
Genpact,NULL,France,NULL,S4,200000,79,180,40,2020,9000
Oracle,BC,Australia,testing,NULL,150000,87,270,25,2021,9000
Zogho,BC,UAE,consulting,S4,115000,89,180,30,2016,5000
Accenture,AB,US,testing,NULL,115000,88,180,45,2021,6000
Wipro,LM,France,testing,S4,175000,79,150,40,2019,9000
Wipro,AB,UAE,RandD,S3,175000,90,120,25,2021,4000
Accenture,AB,Japan,administration,S3,150000,98,135,30,2019,5000
Infosys,NN,Canada,HR,S7,150000,77,210,35,2016,10000
IBM,LM,India,administration,S1,175000,97,150,45,2022,7000
Zogho,AB,France,Finance,S1,175000,78,270,20,2017,10000
IBM,LM,Australia,testing,S6,175000,78,135,25,2018,10000
Oracle,XX,Canada,NULL,S4,100000,85,180,40,2019,7000
TATA,NN,Canada,NULL,S2,100000,85,100,30,2022,3000
IBM,BC,UK,Finance,S5,100000,78,150,35,2017,5000
Genpact,LM,UK,RandD,S7,100000,91,210,50,2018,7000
Genpact,XY,UAE,consulting,S1,100000,82,150,30,2021,5000
Oracle,LM,UK,Finance,S3,115000,95,270,35,2022,7000
Oracle,AB,UK,ITandInfrastructure,S3,100000,73,120,50,2019,10000
Accenture,PQ,Canada,consulting,S2,150000,89,150,25,2016,4000
Wipro,XY,France,administration,S3,100000,84,180,25,2019,3000
Oracle,XY,UK,ITandInfrastructure,S3,100000,100,135,25,2020,3000
HCL,XX,Japan,ITandInfrastructure,NULL,165000,95,270,35,2020,8000
Genpact,XX,US,administration,S4,200000,74,120,15,2018,7000
Zogho,XY,Germany,administration,S2,175000,75,210,40,2018,10000
HCL,LM,US,administration,NULL,125000,84,270,35,2021,3000
Oracle,NN,Canada,ITandInfrastructure,S4,175000,77,180,35,2020,8000
Wipro,NN,Japan,testing,S7,200000,92,270,40,2019,6000
Capgemini,XX,India,administration,S7,150000,72,100,40,2020,9000
TATA,AB,US,ITandInfrastructure,S2,200000,100,135,25,2019,7000
Oracle,AB,US,NULL,S5,200000,86,180,45,2016,5000
IBM,LM,Canada,ITandInfrastructure,S3,150000,97,100,50,2016,10000
Accenture,PQ,UK,consulting,S4,200000,99,150,30,2020,4000
IBM,NN,Australia,Finance,NULL,175000,81,210,40,2017,9000
Genpact,NULL,India,Finance,S5,115000,72,150,50,2019,7000
Accenture,XY,Canada,RandD,S7,165000,77,120,20,2016,10000
Infosys,NULL,Japan,testing,S4,175000,98,270,35,2021,9000
Accenture,PQ,Germany,administration,S7,200000,97,120,25,2022,7000
Wipro,AB,India,consulting,S4,165000,93,120,30,2022,9000
HCL,LM,Germany,NULL,S2,150000,90,210,35,2021,3000
HCL,NULL,Australia,NULL,S3,125000,80,120,15,2021,4000
Oracle,NULL,Germany,HR,S1,165000,72,150,40,2017,7000
HCL,LM,Japan,ITandInfrastructure,S5,200000,97,210,40,2022,7000
HCL,PQ,Japan,RandD,S5,175000,89,120,45,2020,4000
IBM,NULL,UAE,NULL,S4,125000,96,100,20,2017,5000
Capgemini,PQ,Japan,Finance,NULL,165000,79,135,15,2021,7000
Zogho,XX,India,NULL,NULL,100000,97,180,45,2019,7000
IBM,NULL,Japan,HR,S1,200000,87,180,45,2019,8000
Capgemini,PQ,Canada,ITandInfrastructure,NULL,165000,70,135,30,2016,6000
Oracle,XX,Australia,RandD,NULL,165000,75,135,40,2022,5000
Capgemini,XY,Japan,HR,S3,165000,71,135,20,2021,7000
IBM,BC,Japan,Finance,S7,115000,71,180,25,2019,6000
Accenture,AB,Germany,consulting,S4,100000,75,210,50,2020,4000
HCL,PQ,Australia,testing,S5,125000,74,100,25,2019,3000
Accenture,BC,Germany,ITandInfrastructure,S3,165000,91,135,35,2021,7000
IBM,PQ,UK,ITandInfrastructure,S7,100000,74,210,20,2020,6000
Wipro,XY,UAE,NULL,NULL,175000,84,150,35,2021,9000
Infosys,NN,US,consulting,S7,175000,84,120,25,2018,4000
Zogho,AB,Australia,consulting,S5,100000,76,180,45,2022,4000
HCL,PQ,India,RandD,NULL,175000,95,210,20,2022,4000
TATA,BC,Germany,administration,S1,175000,78,210,45,2021,4000
Wipro,AB,Canada,ITandInfrastructure,S4,150000,83,120,15,2016,4000
Wipro,NULL,Canada,ITandInfrastructure,S3,175000,90,100,50,2020,8000
Oracle,LM,UAE,RandD,S6,125000,93,100,35,2016,3000
Infosys,BC,UAE,consulting,S1,165000,83,120,15,2017,10000
Wipro,AB,UAE,RandD,S6,165000,70,180,30,2022,10000
HCL,LM,Germany,ITandInfrastructure,NULL,175000,86,120,20,2017,9000
Accenture,BC,UK,consulting,S5,125000,82,100,50,2020,7000
TATA,NULL,Germany,administration,S3,175000,85,210,30,2022,6000
HCL,XX,Canada,consulting,S6,125000,90,180,30,2021,3000
Oracle,XX,Australia,HR,NULL,115000,76,135,20,2016,5000
HCL,AB,US,Finance,S4,150000,93,100,30,2017,7000
Capgemini,LM,UK,HR,S1,125000,86,270,40,2022,10000
HCL,NULL,UAE,NULL,S6,150000,77,120,45,2016,6000
Oracle,PQ,Australia,RandD,S2,100000,70,100,15,2018,7000
Wipro,AB,Japan,testing,S5,115000,94,120,20,2020,3000
Wipro,LM,US,consulting,S7,100000,85,120,25,2019,5000
TATA,XY,France,RandD,S7,125000,86,210,40,2022,9000
Accenture,NULL,Canada,Finance,S5,165000,98,100,50,2017,6000
Accenture,NN,Germany,testing,S7,115000,87,150,35,2021,6000
Genpact,XX,Australia,administration,S3,175000,87,120,50,2021,7000
Wipro,BC,Australia,NULL,S4,125000,81,150,15,2017,8000
Accenture,XY,Germany,testing,S1,100000,72,270,25,2020,5000
Genpact,NN,Canada,HR,S7,150000,88,135,40,2019,3000
Wipro,NN,India,testing,S4,100000,99,120,35,2020,5000
TATA,NULL,India,HR,S6,165000,85,100,20,2022,7000
Genpact,XY,Australia,testing,NULL,115000,90,180,40,2022,10000
Zogho,AB,France,consulting,S7,100000,77,100,25,2022,3000
TATA,LM,France,consulting,S3,125000,83,150,20,2022,4000
Wipro,PQ,Germany,RandD,S2,165000,88,135,15,2021,10000
Infosys,XX,France,Finance,S4,100000,80,270,20,2018,4000
Accenture,NN,US,NULL,NULL,150000,82,100,50,2020,8000
TATA,AB,India,HR,S7,115000,86,120,25,2021,6000
Infosys,LM,UK,Finance,S4,115000,79,180,50,2022,6000
Oracle,NN,Canada,NULL,S7,165000,70,180,25,2020,9000
Accenture,AB,UAE,Finance,S5,165000,96,100,45,2018,5000
Infosys,XX,UK,consulting,S4,115000,88,120,40,2022,3000
Zogho,NN,India,testing,S4,150000,97,100,45,2017,10000
IBM,LM,Australia,NULL,S3,200000,97,135,15,2020,8000
